Gene stable ID,Gene name,Gene type
ENSAMXG00000032326,selenbp1,protein_coding
ENSAMXG00000032957,eapp,protein_coding
ENSAMXG00000042332,hoxb6b,protein_coding
ENSAMXG00000016061,ccna1,protein_coding
ENSAMXG00000006465,parp1,protein_coding
ENSAMXG00000044098,hoxb5b,protein_coding
ENSAMXG00000029696,oxct1b,protein_coding
ENSAMXG00000042285,epdl1,protein_coding
ENSAMXG00000031999,,protein_coding
ENSAMXG00000035074,rdh14a,protein_coding
ENSAMXG00000029272,,protein_coding
ENSAMXG00000007304,foxp4,protein_coding
ENSAMXG00000034709,,protein_coding
ENSAMXG00000017631,gripap1,protein_coding
ENSAMXG00000004457,ddx43,protein_coding
ENSAMXG00000002762,snx6,protein_coding
ENSAMXG00000008240,tent2,protein_coding
ENSAMXG00000005876,,protein_coding
ENSAMXG00000029648,hoxb1b,protein_coding
ENSAMXG00000021586,ptprsa,protein_coding
ENSAMXG00000025019,kcns3a,protein_coding
ENSAMXG00000029139,,protein_coding
ENSAMXG00000041673,,protein_coding
ENSAMXG00000030974,,protein_coding
ENSAMXG00000005921,taf3,protein_coding
ENSAMXG00000013222,alkal2b,protein_coding
ENSAMXG00000035138,,protein_coding
ENSAMXG00000032064,,protein_coding
ENSAMXG00000010805,,protein_coding
ENSAMXG00000040993,arglu1a,protein_coding
ENSAMXG00000009045,skap1,protein_coding
ENSAMXG00000039990,,protein_coding
ENSAMXG00000030575,ARL16,protein_coding
ENSAMXG00000043572,,protein_coding
ENSAMXG00000005878,ddx28,protein_coding
ENSAMXG00000024997,,protein_coding
ENSAMXG00000037252,gata3,protein_coding
ENSAMXG00000021236,wdr35,protein_coding
ENSAMXG00000012739,efnb2a,protein_coding
ENSAMXG00000039555,,protein_coding
ENSAMXG00000036642,,protein_coding
ENSAMXG00000017450,si:ch211-241f5.3,protein_coding
ENSAMXG00000038434,,protein_coding
ENSAMXG00000005881,nfatc3a,protein_coding
ENSAMXG00000038026,fdx2,protein_coding
ENSAMXG00000041001,si:dkey-38p12.3,protein_coding
ENSAMXG00000009027,c7b,protein_coding
ENSAMXG00000038329,cfl2,protein_coding
ENSAMXG00000036793,psme3,protein_coding
ENSAMXG00000032187,,protein_coding
ENSAMXG00000017482,,protein_coding
ENSAMXG00000018865,,protein_coding
ENSAMXG00000013232,apoba,protein_coding
ENSAMXG00000034025,,protein_coding
ENSAMXG00000030776,,protein_coding
ENSAMXG00000043345,ptger1c,protein_coding
ENSAMXG00000038906,cmya5,protein_coding
ENSAMXG00000002816,baz1a,protein_coding
ENSAMXG00000019946,hdlbpb,protein_coding
ENSAMXG00000021233,matn3b,protein_coding
ENSAMXG00000025721,,protein_coding
ENSAMXG00000009187,nbr1a,protein_coding
ENSAMXG00000009003,c6,protein_coding
ENSAMXG00000013815,grxcr1a,protein_coding
ENSAMXG00000006464,lin9,protein_coding
ENSAMXG00000031525,atp6ap1la,protein_coding
ENSAMXG00000036558,FAM72B,protein_coding
ENSAMXG00000032197,chst6,protein_coding
ENSAMXG00000041923,sox9b,protein_coding
ENSAMXG00000013803,slc30a9,protein_coding
ENSAMXG00000032830,mtres1,protein_coding
ENSAMXG00000017496,slc27a1a,protein_coding
ENSAMXG00000016121,SERTM1,protein_coding
ENSAMXG00000021225,bend3,protein_coding
ENSAMXG00000039905,spsb1,protein_coding
ENSAMXG00000020765,pde12,protein_coding
ENSAMXG00000031535,rgs7bpb,protein_coding
ENSAMXG00000020357,slc37a4a,protein_coding
ENSAMXG00000011585,SLC4A11,protein_coding
ENSAMXG00000027246,MIR34A,miRNA
ENSAMXG00000039710,nxph2b,protein_coding
ENSAMXG00000043549,rfxap,protein_coding
ENSAMXG00000009256,tmem106a,protein_coding
ENSAMXG00000031467,arf4a,protein_coding
ENSAMXG00000043957,,protein_coding
ENSAMXG00000008983,rnf180,protein_coding
ENSAMXG00000018777,dthd1,protein_coding
ENSAMXG00000032568,,protein_coding
ENSAMXG00000017621,mon1ba,protein_coding
ENSAMXG00000034944,gpr157,protein_coding
ENSAMXG00000031842,spoplb,protein_coding
ENSAMXG00000020356,calm3a,protein_coding
ENSAMXG00000019983,neurl4,protein_coding
ENSAMXG00000038504,,protein_coding
ENSAMXG00000025951,si:dkey-148a17.5,protein_coding
ENSAMXG00000018187,L3MBTL4,protein_coding
ENSAMXG00000019451,TSC22D3,protein_coding
ENSAMXG00000005885,si:dkey-148a17.6,protein_coding
ENSAMXG00000037463,,pseudogene
ENSAMXG00000006461,mixl1,protein_coding
ENSAMXG00000024875,htr1ab,protein_coding
ENSAMXG00000041896,,protein_coding
ENSAMXG00000030710,,protein_coding
ENSAMXG00000035800,,protein_coding
ENSAMXG00000025439,s1pr5b,protein_coding
ENSAMXG00000020353,ptgir,protein_coding
ENSAMXG00000036469,slc35b3,protein_coding
ENSAMXG00000039459,,protein_coding
ENSAMXG00000043481,,protein_coding
ENSAMXG00000024779,slc2a5,protein_coding
ENSAMXG00000036302,mtx3,protein_coding
ENSAMXG00000011366,keap1b,protein_coding
ENSAMXG00000029854,,protein_coding
ENSAMXG00000020350,si:dkey-202g17.3,protein_coding
ENSAMXG00000005895,esrp2,protein_coding
ENSAMXG00000003999,,protein_coding
ENSAMXG00000017500,trim35-13,protein_coding
ENSAMXG00000033799,alg5,protein_coding
ENSAMXG00000038427,ptpn18,protein_coding
ENSAMXG00000041957,,protein_coding
ENSAMXG00000006015,eef1e1,protein_coding
ENSAMXG00000007282,srgap2,protein_coding
ENSAMXG00000029344,,protein_coding
ENSAMXG00000021223,pdss2,protein_coding
ENSAMXG00000038472,,protein_coding
ENSAMXG00000018184,arhgap28,protein_coding
ENSAMXG00000008326,thbs4a,protein_coding
ENSAMXG00000042338,,protein_coding
ENSAMXG00000024982,sstr2b,protein_coding
ENSAMXG00000002860,zgc:109986,protein_coding
ENSAMXG00000032480,,protein_coding
ENSAMXG00000031668,gfra4b,protein_coding
ENSAMXG00000030492,,protein_coding
ENSAMXG00000037306,,protein_coding
ENSAMXG00000030339,,protein_coding
ENSAMXG00000039251,,protein_coding
ENSAMXG00000026657,U1,snRNA
ENSAMXG00000037035,,protein_coding
ENSAMXG00000003988,dennd6aa,protein_coding
ENSAMXG00000025730,,protein_coding
ENSAMXG00000033057,,protein_coding
ENSAMXG00000038258,,protein_coding
ENSAMXG00000032811,si:dkey-210j14.3,protein_coding
ENSAMXG00000020349,ppm1na,protein_coding
ENSAMXG00000032669,srp54,protein_coding
ENSAMXG00000011356,si:zfos-323e3.4,protein_coding
ENSAMXG00000043558,,protein_coding
ENSAMXG00000011058,,protein_coding
ENSAMXG00000031060,ca6,protein_coding
ENSAMXG00000017519,,protein_coding
ENSAMXG00000021220,sobpa,protein_coding
ENSAMXG00000007271,ikbke,protein_coding
ENSAMXG00000018625,per1b,protein_coding
ENSAMXG00000014144,,protein_coding
ENSAMXG00000033328,cdkn2d,protein_coding
ENSAMXG00000025729,taar15,protein_coding
ENSAMXG00000031326,pgls,protein_coding
ENSAMXG00000033194,,protein_coding
ENSAMXG00000009289,DUSP3,protein_coding
ENSAMXG00000042140,,protein_coding
ENSAMXG00000033817,,protein_coding
ENSAMXG00000013794,adam19b,protein_coding
ENSAMXG00000031560,ap1m2,protein_coding
ENSAMXG00000024541,dlgap2b,protein_coding
ENSAMXG00000036800,,protein_coding
ENSAMXG00000029512,,protein_coding
ENSAMXG00000009315,sost,protein_coding
ENSAMXG00000032992,,protein_coding
ENSAMXG00000034980,colgalt1,protein_coding
ENSAMXG00000014109,,protein_coding
ENSAMXG00000013253,ldah,protein_coding
ENSAMXG00000004160,elfn1b,protein_coding
ENSAMXG00000034479,ndr1,protein_coding
ENSAMXG00000036063,meox1,protein_coding
ENSAMXG00000029994,,protein_coding
ENSAMXG00000024777,eno1a,protein_coding
ENSAMXG00000033622,eif4ebp1,protein_coding
ENSAMXG00000013261,gdf7,protein_coding
ENSAMXG00000027025,U1,snRNA
ENSAMXG00000038417,zgc:172131,protein_coding
ENSAMXG00000013272,,protein_coding
ENSAMXG00000032686,,protein_coding
ENSAMXG00000035854,,protein_coding
ENSAMXG00000037101,,protein_coding
ENSAMXG00000042031,ank1b,protein_coding
ENSAMXG00000008404,serinc5,protein_coding
ENSAMXG00000030914,hic1l,protein_coding
ENSAMXG00000002897,sec23a,protein_coding
ENSAMXG00000009346,etv4,protein_coding
ENSAMXG00000004427,kcnq5a,protein_coding
ENSAMXG00000018112,lama1,protein_coding
ENSAMXG00000011312,ldlrb,protein_coding
ENSAMXG00000013769,,protein_coding
ENSAMXG00000017542,gmip,protein_coding
ENSAMXG00000013290,tpp1,protein_coding
ENSAMXG00000036315,RASSF5,protein_coding
ENSAMXG00000044053,,protein_coding
ENSAMXG00000039332,sstr2b,protein_coding
ENSAMXG00000037838,mad1l1,protein_coding
ENSAMXG00000040777,,protein_coding
ENSAMXG00000039162,,protein_coding
ENSAMXG00000006455,zpax1,protein_coding
ENSAMXG00000030208,slc66a3,protein_coding
ENSAMXG00000029081,SOX8,protein_coding
ENSAMXG00000008454,cdk7,protein_coding
ENSAMXG00000034552,tmem14ca,protein_coding
ENSAMXG00000039076,rhag,protein_coding
ENSAMXG00000042405,pmm2,protein_coding
ENSAMXG00000003982,slmapa,protein_coding
ENSAMXG00000041302,yy1a,protein_coding
ENSAMXG00000005917,plekhg4,protein_coding
ENSAMXG00000032092,TMEM100,protein_coding
ENSAMXG00000029727,,protein_coding
ENSAMXG00000039970,,protein_coding
ENSAMXG00000006342,,protein_coding
ENSAMXG00000006037,mak,protein_coding
ENSAMXG00000030324,,protein_coding
ENSAMXG00000042406,si:ch211-22i13.2,protein_coding
ENSAMXG00000029965,clec14a,protein_coding
ENSAMXG00000032509,degs2,protein_coding
ENSAMXG00000034989,,protein_coding
ENSAMXG00000025379,sstr1a,protein_coding
ENSAMXG00000031076,,protein_coding
ENSAMXG00000031415,INTS15,protein_coding
ENSAMXG00000029600,rd3,protein_coding
ENSAMXG00000031200,,protein_coding
ENSAMXG00000041425,,protein_coding
ENSAMXG00000007263,dyrk3,protein_coding
ENSAMXG00000032322,lmx1al,protein_coding
ENSAMXG00000042465,,protein_coding
ENSAMXG00000040881,,protein_coding
ENSAMXG00000016238,exosc8,protein_coding
ENSAMXG00000021207,rock2a,protein_coding
ENSAMXG00000035481,zbtb4,protein_coding
ENSAMXG00000033334,tent5ab,protein_coding
ENSAMXG00000008471,setbp1,protein_coding
ENSAMXG00000034742,,protein_coding
ENSAMXG00000035386,si:dkey-234i14.6,protein_coding
ENSAMXG00000001629,,protein_coding
ENSAMXG00000032208,pdlim2,protein_coding
ENSAMXG00000044014,mapkapk2a,protein_coding
ENSAMXG00000037663,ftsj1,protein_coding
ENSAMXG00000024981,PRSS35,protein_coding
ENSAMXG00000011238,SMARCA4,protein_coding
ENSAMXG00000006341,,protein_coding
ENSAMXG00000018478,pcolceb,protein_coding
ENSAMXG00000006320,rgs11,protein_coding
ENSAMXG00000020046,polr2a,protein_coding
ENSAMXG00000009430,dhx8,protein_coding
ENSAMXG00000011036,mcf2lb,protein_coding
ENSAMXG00000039020,,protein_coding
ENSAMXG00000018419,PAQR9,protein_coding
ENSAMXG00000039735,,protein_coding
ENSAMXG00000043577,sorbs3,protein_coding
ENSAMXG00000042141,,protein_coding
ENSAMXG00000036646,,protein_coding
ENSAMXG00000008491,slc14a2,protein_coding
ENSAMXG00000039761,,protein_coding
ENSAMXG00000029145,il10,protein_coding
ENSAMXG00000006073,gcm2,protein_coding
ENSAMXG00000033627,,protein_coding
ENSAMXG00000007239,il19l,protein_coding
ENSAMXG00000032205,,protein_coding
ENSAMXG00000030636,,protein_coding
ENSAMXG00000035222,,protein_coding
ENSAMXG00000039756,mthfs,protein_coding
ENSAMXG00000038615,prelp,protein_coding
ENSAMXG00000030611,zgc:113307,protein_coding
ENSAMXG00000026694,U6,snRNA
ENSAMXG00000002115,rictorb,protein_coding
ENSAMXG00000018304,,protein_coding
ENSAMXG00000013736,ZDHHC7,protein_coding
ENSAMXG00000017561,atp13a1,protein_coding
ENSAMXG00000007228,fmoda,protein_coding
ENSAMXG00000006127,elovl2,protein_coding
ENSAMXG00000037308,zfand6,protein_coding
ENSAMXG00000016318,snd1,protein_coding
ENSAMXG00000010825,tcp1,protein_coding
ENSAMXG00000001195,tbx16,protein_coding
ENSAMXG00000016400,supt20,protein_coding
ENSAMXG00000030840,,protein_coding
ENSAMXG00000013689,pdia3,protein_coding
ENSAMXG00000020041,fah,protein_coding
ENSAMXG00000006333,pgap6,protein_coding
ENSAMXG00000018957,ADAP1,protein_coding
ENSAMXG00000008503,lnpep,protein_coding
ENSAMXG00000011907,rims1a,protein_coding
ENSAMXG00000032118,lrch4,protein_coding
ENSAMXG00000026980,U6,snRNA
ENSAMXG00000000300,ttc6,protein_coding
ENSAMXG00000034421,,protein_coding
ENSAMXG00000032048,lifrb,protein_coding
ENSAMXG00000037445,,protein_coding
ENSAMXG00000006337,pdia2,protein_coding
ENSAMXG00000011020,cenpj,protein_coding
ENSAMXG00000035055,,protein_coding
ENSAMXG00000031926,lrrc30a,protein_coding
ENSAMXG00000007203,slc6a14,protein_coding
ENSAMXG00000009466,spata20,protein_coding
ENSAMXG00000013684,ckmt1,protein_coding
ENSAMXG00000009279,,protein_coding
ENSAMXG00000026916,,snoRNA
ENSAMXG00000033783,,protein_coding
ENSAMXG00000039359,,protein_coding
ENSAMXG00000010404,pcdh1a,protein_coding
ENSAMXG00000024537,slc30a1a,protein_coding
ENSAMXG00000033110,,protein_coding
ENSAMXG00000021585,tbxa2r,protein_coding
ENSAMXG00000005941,slc9a5,protein_coding
ENSAMXG00000008517,erap2,protein_coding
ENSAMXG00000002319,ccdc61,protein_coding
ENSAMXG00000041429,,protein_coding
ENSAMXG00000007189,CHIA,protein_coding
ENSAMXG00000010782,PLEKHG1,protein_coding
ENSAMXG00000040391,,protein_coding
ENSAMXG00000021581,gipc3,protein_coding
ENSAMXG00000024536,nek2,protein_coding
ENSAMXG00000031246,lrrc4.1,protein_coding
ENSAMXG00000010740,,protein_coding
ENSAMXG00000036624,lpgat1,protein_coding
ENSAMXG00000041093,isg20,protein_coding
ENSAMXG00000016338,pax4,protein_coding
ENSAMXG00000011002,rnf17,protein_coding
ENSAMXG00000017564,dsn1,protein_coding
ENSAMXG00000030835,,protein_coding
ENSAMXG00000033456,cxcl12b,protein_coding
ENSAMXG00000013344,eml1,protein_coding
ENSAMXG00000008527,rgmb,protein_coding
ENSAMXG00000035090,,protein_coding
ENSAMXG00000031967,,protein_coding
ENSAMXG00000031802,,protein_coding
ENSAMXG00000042997,,protein_coding
ENSAMXG00000013651,rlbp1b,protein_coding
ENSAMXG00000032446,,protein_coding
ENSAMXG00000005952,fhod1,protein_coding
ENSAMXG00000011210,MARF1,protein_coding
ENSAMXG00000011146,pcdh11,protein_coding
ENSAMXG00000043723,,protein_coding
ENSAMXG00000034594,si:zfos-943e10.1,protein_coding
ENSAMXG00000003969,,protein_coding
ENSAMXG00000001215,cabin1,protein_coding
ENSAMXG00000005148,,protein_coding
ENSAMXG00000034191,hmox2a,protein_coding
ENSAMXG00000034841,,protein_coding
ENSAMXG00000035322,,protein_coding
ENSAMXG00000039238,,protein_coding
ENSAMXG00000016354,hgfa,protein_coding
ENSAMXG00000030016,C21orf91,protein_coding
ENSAMXG00000041790,itpkca,protein_coding
ENSAMXG00000007174,,protein_coding
ENSAMXG00000043093,,protein_coding
ENSAMXG00000024534,ints7,protein_coding
ENSAMXG00000019978,arnt2,protein_coding
ENSAMXG00000025178,tmem186,protein_coding
ENSAMXG00000038576,,protein_coding
ENSAMXG00000041593,,protein_coding
ENSAMXG00000013636,abhd2b,protein_coding
ENSAMXG00000037699,,protein_coding
ENSAMXG00000032939,stk39,protein_coding
ENSAMXG00000035318,gde1,protein_coding
ENSAMXG00000039409,,protein_coding
ENSAMXG00000038049,,protein_coding
ENSAMXG00000016575,ripk4,protein_coding
ENSAMXG00000037839,,protein_coding
ENSAMXG00000013623,mfge8b,protein_coding
ENSAMXG00000036243,ABHD17C,protein_coding
ENSAMXG00000006830,si:dkey-44g23.5,protein_coding
ENSAMXG00000011259,naa35,protein_coding
ENSAMXG00000038963,avd,protein_coding
ENSAMXG00000041008,,protein_coding
ENSAMXG00000031102,adora1a,protein_coding
ENSAMXG00000027386,,protein_coding
ENSAMXG00000032504,,protein_coding
ENSAMXG00000029856,,protein_coding
ENSAMXG00000013617,hapln3,protein_coding
ENSAMXG00000037115,gnal,protein_coding
ENSAMXG00000031378,MYORG,protein_coding
ENSAMXG00000017567,pbx4,protein_coding
ENSAMXG00000018219,adam19a,protein_coding
ENSAMXG00000043463,,protein_coding
ENSAMXG00000018973,trpc7a,protein_coding
ENSAMXG00000018077,PTPRM,protein_coding
ENSAMXG00000021574,lim2.2,protein_coding
ENSAMXG00000035293,,protein_coding
ENSAMXG00000030694,mamdc2a,protein_coding
ENSAMXG00000039452,qpctlb,protein_coding
ENSAMXG00000036030,,protein_coding
ENSAMXG00000003958,si:ch211-193l2.10,protein_coding
ENSAMXG00000021571,ftsj3,protein_coding
ENSAMXG00000042421,,protein_coding
ENSAMXG00000031347,capgb,protein_coding
ENSAMXG00000030293,,protein_coding
ENSAMXG00000025952,tssc4,protein_coding
ENSAMXG00000034605,cers6,protein_coding
ENSAMXG00000042874,,protein_coding
ENSAMXG00000034033,DNASE1L3,protein_coding
ENSAMXG00000026106,sdhaf1,protein_coding
ENSAMXG00000042085,crebbpa,protein_coding
ENSAMXG00000031363,CFAP95,protein_coding
ENSAMXG00000004667,tmprss12,protein_coding
ENSAMXG00000032851,cep78,protein_coding
ENSAMXG00000036825,si:ch211-191j22.3,protein_coding
ENSAMXG00000035321,,protein_coding
ENSAMXG00000011291,agtpbp1,protein_coding
ENSAMXG00000008559,ptar1,protein_coding
ENSAMXG00000017570,lpar2a,protein_coding
ENSAMXG00000005967,ano5b,protein_coding
ENSAMXG00000035247,,protein_coding
ENSAMXG00000016433,,protein_coding
ENSAMXG00000002478,kcnk12l,protein_coding
ENSAMXG00000040685,etf1b,protein_coding
ENSAMXG00000036394,abhd6a,protein_coding
ENSAMXG00000036693,pkdccb,protein_coding
ENSAMXG00000021567,lonp1,protein_coding
ENSAMXG00000018206,rwdd,protein_coding
ENSAMXG00000024533,dtl,protein_coding
ENSAMXG00000042505,,protein_coding
ENSAMXG00000030358,arhgap20,protein_coding
ENSAMXG00000016626,nsun5,protein_coding
ENSAMXG00000034579,,protein_coding
ENSAMXG00000025120,si:dkeyp-81f3.4,protein_coding
ENSAMXG00000040811,disp2,protein_coding
ENSAMXG00000001059,gna14a,protein_coding
ENSAMXG00000021199,si:dkey-18j18.3,protein_coding
ENSAMXG00000011667,si:dkey-106n21.1,protein_coding
ENSAMXG00000007156,cpne5b,protein_coding
ENSAMXG00000018157,rell1,protein_coding
ENSAMXG00000039563,ppm1nb,protein_coding
ENSAMXG00000037077,,protein_coding
ENSAMXG00000037466,,protein_coding
ENSAMXG00000030948,si:dkey-219e21.2,protein_coding
ENSAMXG00000016446,pnpla8,protein_coding
ENSAMXG00000018813,fbxw11b,protein_coding
ENSAMXG00000030023,,protein_coding
ENSAMXG00000024532,ppp2r5a,protein_coding
ENSAMXG00000039089,kcnf1b,protein_coding
ENSAMXG00000034027,dnajc3a,protein_coding
ENSAMXG00000006372,mppe1,protein_coding
ENSAMXG00000043968,dusp6,protein_coding
ENSAMXG00000016708,pom121,protein_coding
ENSAMXG00000042952,zgc:194930,protein_coding
ENSAMXG00000008572,apba1a,protein_coding
ENSAMXG00000021566,rpl36,protein_coding
ENSAMXG00000025803,jac3,protein_coding
ENSAMXG00000025203,,protein_coding
ENSAMXG00000013376,rpusd2,protein_coding
ENSAMXG00000042351,rtn2b,protein_coding
ENSAMXG00000031756,arg2,protein_coding
ENSAMXG00000004309,nfxl1,protein_coding
ENSAMXG00000011319,ntrk2a,protein_coding
ENSAMXG00000033382,ano5b,protein_coding
ENSAMXG00000040223,foxa1,protein_coding
ENSAMXG00000036703,uts2r2,protein_coding
ENSAMXG00000033948,pcmtl,protein_coding
ENSAMXG00000017585,brd4,protein_coding
ENSAMXG00000019906,cemip,protein_coding
ENSAMXG00000018123,nwd2,protein_coding
ENSAMXG00000033938,,protein_coding
ENSAMXG00000039749,,protein_coding
ENSAMXG00000039144,,protein_coding
ENSAMXG00000034555,mipol1,protein_coding
ENSAMXG00000043460,lmnb2,protein_coding
ENSAMXG00000024531,,protein_coding
ENSAMXG00000006447,,protein_coding
ENSAMXG00000013385,ccdc32,protein_coding
ENSAMXG00000004363,corin,protein_coding
ENSAMXG00000011656,POC1B,protein_coding
ENSAMXG00000041869,,protein_coding
ENSAMXG00000037468,vti1b,protein_coding
ENSAMXG00000020064,,protein_coding
ENSAMXG00000031252,,miRNA
ENSAMXG00000034567,,protein_coding
ENSAMXG00000026496,prlh2r,protein_coding
ENSAMXG00000038045,nostrin,protein_coding
ENSAMXG00000010957,uggt2,protein_coding
ENSAMXG00000029740,,protein_coding
ENSAMXG00000005978,slc17a6b,protein_coding
ENSAMXG00000021561,,protein_coding
ENSAMXG00000035133,bahd1,protein_coding
ENSAMXG00000016749,YPEL2,protein_coding
ENSAMXG00000006460,,protein_coding
ENSAMXG00000031776,,protein_coding
ENSAMXG00000037773,rmi1,protein_coding
ENSAMXG00000000312,tyro3,protein_coding
ENSAMXG00000024530,rnf8,protein_coding
ENSAMXG00000002520,nectin3b,protein_coding
ENSAMXG00000030869,,protein_coding
ENSAMXG00000004682,dip2ba,protein_coding
ENSAMXG00000004397,,protein_coding
ENSAMXG00000021155,rdh12,protein_coding
ENSAMXG00000011326,hnrnpk,protein_coding
ENSAMXG00000016777,smg8,protein_coding
ENSAMXG00000030360,ivd,protein_coding
ENSAMXG00000018793,fgf18b,protein_coding
ENSAMXG00000010395,psmd11b,protein_coding
ENSAMXG00000001062,vps13a,protein_coding
ENSAMXG00000008580,fam189a2,protein_coding
ENSAMXG00000038591,,protein_coding
ENSAMXG00000037416,asrgl1,protein_coding
ENSAMXG00000029945,,protein_coding
ENSAMXG00000004426,,protein_coding
ENSAMXG00000037036,styxl1,protein_coding
ENSAMXG00000038155,,protein_coding
ENSAMXG00000009857,spc25,protein_coding
ENSAMXG00000021142,zfyve26,protein_coding
ENSAMXG00000003936,,protein_coding
ENSAMXG00000041613,diablob,protein_coding
ENSAMXG00000006472,IMPA1,protein_coding
ENSAMXG00000011349,C9orf64,protein_coding
ENSAMXG00000030938,,protein_coding
ENSAMXG00000031531,ogfrl1,protein_coding
ENSAMXG00000034478,,protein_coding
ENSAMXG00000038160,mfsd8,protein_coding
ENSAMXG00000036039,,protein_coding
ENSAMXG00000010409,cdk5r1b,protein_coding
ENSAMXG00000039495,,protein_coding
ENSAMXG00000034962,,protein_coding
ENSAMXG00000030408,her2,protein_coding
ENSAMXG00000038790,b9d2,protein_coding
ENSAMXG00000029101,itpka,protein_coding
ENSAMXG00000032660,tmem120a,protein_coding
ENSAMXG00000034381,,protein_coding
ENSAMXG00000000319,mapkbp1,protein_coding
ENSAMXG00000011360,gkap1,protein_coding
ENSAMXG00000008606,,protein_coding
ENSAMXG00000042818,aldh4a1,protein_coding
ENSAMXG00000002558,tgfb1b,protein_coding
ENSAMXG00000037744,cep41,protein_coding
ENSAMXG00000042154,,protein_coding
ENSAMXG00000005998,gas2b,protein_coding
ENSAMXG00000032523,,protein_coding
ENSAMXG00000031395,zcchc4,protein_coding
ENSAMXG00000029813,pet100,protein_coding
ENSAMXG00000002607,,protein_coding
ENSAMXG00000029399,si:ch211-150g13.3,protein_coding
ENSAMXG00000032461,si:ch211-10a23.2,protein_coding
ENSAMXG00000034684,CPA1,protein_coding
ENSAMXG00000037804,,protein_coding
ENSAMXG00000017594,stxbp2,protein_coding
ENSAMXG00000034037,slc39a13,protein_coding
ENSAMXG00000003915,iffo2b,protein_coding
ENSAMXG00000021117,plek2,protein_coding
ENSAMXG00000004711,atf7a,protein_coding
ENSAMXG00000032961,adcy9,protein_coding
ENSAMXG00000039259,pora,protein_coding
ENSAMXG00000021560,impact,protein_coding
ENSAMXG00000033906,cbr1l,protein_coding
ENSAMXG00000003899,mrto4,protein_coding
ENSAMXG00000019872,mesd,protein_coding
ENSAMXG00000041741,spi1b,protein_coding
ENSAMXG00000011639,CPA1,protein_coding
ENSAMXG00000024956,tlnrd1,protein_coding
ENSAMXG00000021100,TC2N,protein_coding
ENSAMXG00000042933,zgc:158260,protein_coding
ENSAMXG00000038074,,protein_coding
ENSAMXG00000033580,,protein_coding
ENSAMXG00000021559,ing5a,protein_coding
ENSAMXG00000042892,rhbdd2,protein_coding
ENSAMXG00000017600,xab2,protein_coding
ENSAMXG00000002637,,protein_coding
ENSAMXG00000041563,,protein_coding
ENSAMXG00000041922,,protein_coding
ENSAMXG00000006011,si:ch73-314g15.3,protein_coding
ENSAMXG00000036111,akr7a3,protein_coding
ENSAMXG00000036829,jmjd7,protein_coding
ENSAMXG00000041289,,protein_coding
ENSAMXG00000036411,,protein_coding
ENSAMXG00000011201,BMERB1,protein_coding
ENSAMXG00000043207,scarb2a,protein_coding
ENSAMXG00000021558,cep19,protein_coding
ENSAMXG00000039046,asb8,protein_coding
ENSAMXG00000010422,MYO1D,protein_coding
ENSAMXG00000030124,,protein_coding
ENSAMXG00000011629,CPA1,protein_coding
ENSAMXG00000021557,pigx,protein_coding
ENSAMXG00000041392,,protein_coding
ENSAMXG00000039282,b3gat2,protein_coding
ENSAMXG00000019844,il16,protein_coding
ENSAMXG00000008668,PPEF2,protein_coding
ENSAMXG00000038693,SRL,protein_coding
ENSAMXG00000021556,pak2b,protein_coding
ENSAMXG00000011191,MPV17L,protein_coding
ENSAMXG00000036493,larp4aa,protein_coding
ENSAMXG00000030716,,protein_coding
ENSAMXG00000035309,frmd3,protein_coding
ENSAMXG00000040731,,protein_coding
ENSAMXG00000043334,smap1,protein_coding
ENSAMXG00000011622,tes,protein_coding
ENSAMXG00000036694,,protein_coding
ENSAMXG00000004449,CDKL2,protein_coding
ENSAMXG00000021555,si:dkey-10o6.2,protein_coding
ENSAMXG00000008676,NAAA,protein_coding
ENSAMXG00000017630,nr5a5,protein_coding
ENSAMXG00000034428,,protein_coding
ENSAMXG00000024529,tcte1,protein_coding
ENSAMXG00000000325,tbpl2,protein_coding
ENSAMXG00000030709,rpp21,protein_coding
ENSAMXG00000006020,arl14ep,protein_coding
ENSAMXG00000034816,,protein_coding
ENSAMXG00000007105,kif21b,protein_coding
ENSAMXG00000013519,ppip5k1b,protein_coding
ENSAMXG00000040442,fshb,protein_coding
ENSAMXG00000004459,G3BP2,protein_coding
ENSAMXG00000021552,kif7,protein_coding
ENSAMXG00000024633,,protein_coding
ENSAMXG00000030373,stard5,protein_coding
ENSAMXG00000016187,SLC13A2,protein_coding
ENSAMXG00000010950,hs6st3b,protein_coding
ENSAMXG00000033212,ltk,protein_coding
ENSAMXG00000025081,tmem151ba,protein_coding
ENSAMXG00000032818,,protein_coding
ENSAMXG00000011411,rasef,protein_coding
ENSAMXG00000031113,,protein_coding
ENSAMXG00000031630,soul5,protein_coding
ENSAMXG00000029672,nfkbie,protein_coding
ENSAMXG00000012901,,protein_coding
ENSAMXG00000024632,rab11al,protein_coding
ENSAMXG00000035767,sdhaf4,protein_coding
ENSAMXG00000038429,opn7d,protein_coding
ENSAMXG00000040955,,protein_coding
ENSAMXG00000030323,shfl,protein_coding
ENSAMXG00000012908,pfkma,protein_coding
ENSAMXG00000011990,tlx1,protein_coding
ENSAMXG00000036087,upp2,protein_coding
ENSAMXG00000036857,,snoRNA
ENSAMXG00000019762,si:dkey-15b23.3,protein_coding
ENSAMXG00000033957,lbx1a,protein_coding
ENSAMXG00000003847,megf6b,protein_coding
